ds,yhat
2014-12-07,228.7379426884601
2014-12-08,232.57773370709162
2014-12-09,263.3129241072427
2014-12-10,242.40738066481998
2014-12-12,246.17270941585838
2014-12-13,230.75308162453163
2014-12-14,241.5126747631933
2014-12-15,246.04088192615683
2014-12-16,277.12420718426125
2014-12-17,256.2046784327147
2014-12-19,258.81702599720495
2014-12-20,242.26533689672047
2014-12-21,251.5452162357729
2014-12-22,254.27658986487336
2014-12-23,283.2867641882436
2014-12-24,260.06803622907626
2014-12-26,257.6453371812636
2014-12-27,238.49435591306278
2014-12-28,245.21851967273284
2014-12-29,245.51368607378706
2014-12-30,272.2824647628692
2014-12-31,247.0896564477098
2015-01-02,241.78384242298188
2015-01-03,221.8357578926549
2015-01-04,228.25025962428586
2015-01-05,228.75152081223447
2015-01-06,256.2568925649222
2015-01-09,231.07855895679015
2015-01-10,213.84145451449623
2015-01-12,227.25493387477255
2015-01-13,258.3916468880229
2015-01-17,230.81202496789538
2015-01-19,250.34693886269244
2015-01-23,273.30381280392737
2015-01-24,259.25184320030576
2015-01-26,275.65235237773993
2015-01-27,306.3862354528525
2015-01-28,284.4694153171932
2015-01-30,283.08805635898267
2015-01-31,263.54594670479105
2015-02-03,291.9431699785019
2015-02-06,249.35440800788746
2015-02-07,223.94891724134047
2015-02-08,224.26924582884413
2015-02-09,218.1105302527689
2015-02-10,238.47683592232798
2015-02-14,164.93178567513354
2015-02-15,166.66539464471924
2015-02-16,163.08689631111315
2015-02-18,160.56663114445627
2015-02-20,156.27749977256127
2015-02-21,138.7472331545325
2015-02-22,148.79568267637865
2015-02-23,154.07330868435452
2015-02-25,170.22788306854633
2015-02-27,184.72116052005626
2015-02-28,176.17400103675206
2015-03-01,194.701317830374
2015-03-02,207.79052174526558
2015-03-05,235.52147836371446
2015-03-06,260.2774556386862
2015-03-07,254.32607006548443
2015-03-08,274.17925179053833
2015-03-09,287.30630438610973
2015-03-10,326.3862199263546
2015-03-12,307.62763194297844
2015-03-13,327.5974191842327
2015-03-14,315.8535820343261
2015-03-15,329.0282858684974
2015-03-16,334.726595518457
2015-03-17,365.7755754424373
2015-03-19,329.7815416953627
2015-03-20,340.8728290584106
2015-03-21,320.29304064030737
2015-03-22,324.8306190527733
2015-03-23,322.2380836798119
2015-03-24,345.4781066804833
2015-03-26,295.77937170637216
2015-03-27,301.1648971730624
2015-03-28,275.73806372015594
2015-03-29,276.3323268413282
2015-03-30,270.7242169369016
2015-03-31,291.87961018140544
2015-04-02,240.7181283461848
2015-04-04,222.5003067292947
2015-04-05,225.06087679614183
2015-04-06,222.0035113500058
2015-04-07,246.19489301431562
2015-04-09,202.14306664712382
2015-04-10,211.92424505698665
2015-04-11,191.71853252672958
2015-04-12,198.1824554793176
2015-04-13,198.9133615115428
2015-04-14,226.700357073995
2015-04-16,189.0106798854613
2015-04-17,201.46555268765718
2015-04-18,183.5563231177619
2015-04-19,191.9276305547584
2015-04-20,194.1783468095509
2015-04-21,223.11170047885454
2015-04-22,200.19302094801824
2015-04-24,199.37934526035002
2015-04-25,181.4698927277604
2015-04-26,189.67780636741924
2015-04-27,191.65921801853537
2015-04-28,220.27497718295203
2015-04-29,197.0464002119264
2015-04-30,183.31033611355014
2015-05-01,195.84071133985753
2015-05-02,177.93696245832047
2015-05-03,186.33119934707548
2015-05-04,188.70330776097683
2015-05-07,182.84621782478786
2015-05-08,196.62956407308624
2015-05-09,180.15801606704062
2015-05-10,190.13210532674736
2015-05-11,194.1933614147616
2015-05-12,225.17309846024233
2015-05-13,204.5493594523515
2015-05-14,193.60360772836898
2015-05-15,209.04426880868044
2015-05-16,194.09746215173595
2015-05-17,205.41668823957502
2015-05-18,210.60059716840746
2015-05-20,222.39175076085803
2015-05-21,211.70491245345193
2015-05-22,227.07651940558463
2015-05-23,211.72701997200292
2015-05-24,222.31329586484424
2015-05-25,226.4463346664621
2015-05-26,256.941022154371
2015-05-28,222.73871211874615
2015-05-29,236.07210642707506
2015-05-30,218.54107764839645
2015-05-31,226.85271501108872
2015-06-01,228.68393747414132
2015-06-04,218.34427993127096
2015-06-05,229.72011831470758
2015-06-07,217.21129262862533
2015-06-08,217.75744832547863
2015-06-09,244.9538505847914
2015-06-11,205.2600937564775
2015-06-12,216.49182055837764
2015-06-13,197.32855850835483
2015-06-14,204.49081531404073
2015-06-15,205.64167449937298
2015-06-16,233.63541208716566
2015-06-18,195.9646578273732
2015-06-19,208.3408667714579
2015-06-20,190.3550222366546
2015-06-21,198.68667116262645
2015-06-22,200.9601665800547
2015-06-23,229.99449378190062
2015-06-25,194.0411595549978
2015-06-26,207.04975188926736
2015-06-28,198.14594106854742
2015-06-29,200.53379605012847
2015-07-02,193.03727168795962
2015-07-03,205.61661772586154
2015-07-04,187.59341315984685
2015-07-05,195.67576670088275
2015-07-06,197.52570461775804
2015-07-08,202.6443203612072
2015-07-09,188.77276934450822
2015-07-10,201.16586610782997
2015-07-11,183.12145071384776
2015-07-12,191.3698808135686
2015-07-13,193.58953194703943
2015-07-14,222.65458105602892
2015-07-16,187.23048747514235
2015-07-17,200.83519427725332
2015-07-18,184.18412254568128
2015-07-19,193.98252615306154
2015-07-20,197.87778615427627
2015-07-23,196.91963725618868
2015-07-24,212.30700561349434
2015-07-25,197.35497323602002
2015-07-26,208.72442026461806
2015-07-27,214.02049893159457
2015-07-30,215.87854141152215
2015-07-31,231.6474122402405
2015-08-01,216.76693899809854
2015-08-02,227.89023541860797
2015-08-05,242.80256949982657
2015-08-06,231.00084522723654
2015-08-07,245.08965279920344
2015-08-08,228.32333472933462
2015-08-09,237.39563233858584
2015-08-10,239.9761206412049
2015-08-11,268.8994921716148
2015-08-13,231.6544970219951
2015-08-15,224.7892748275655
2015-08-16,231.98678701960426
2015-08-17,232.87036984483885
2015-08-21,232.220915560421
2015-08-22,213.0622477547205
2015-08-23,220.19147362603064
2015-08-24,221.28634456421966
2015-08-25,249.21728584811302
2015-08-27,211.46981003346662
2015-08-28,223.8676009817958
2015-08-29,205.96649843043258
2015-08-31,216.9940554711834
2015-09-01,246.39343667012443
2015-09-03,211.52856043610075
2015-09-04,225.27209027585022
2015-09-05,208.61319891032826
2015-09-06,218.22325804417468
2015-09-07,221.7219248163254
2015-09-08,251.92684495736364
2015-09-10,218.16073768255072
2015-09-11,232.19718994043032
2015-09-12,215.6687472353622
2015-09-13,225.25904683176327
2015-09-14,228.60402040456523
2015-09-15,258.5408807716724
2015-09-16,236.56487862315117
2015-09-17,223.9854314067627
2015-09-18,237.5487518958886
2015-09-19,220.52735107809374
2015-09-20,229.62822528579548
2015-09-21,232.5089061566487
2015-09-22,262.0257428552128
2015-09-24,226.85394390706125
2015-09-25,240.2270692425337
2015-09-26,223.10160677741604
2015-09-27,232.18503719919087
2015-09-28,235.13137425875186
2015-10-01,230.05277759110487
2015-10-02,243.705048235158
2015-10-03,226.87719208365306
2015-10-04,236.2583879043254
2015-10-05,239.48419887964272
2015-10-08,234.96287012338135
2015-10-09,248.65911629464
2015-10-10,231.78685880422734
2015-10-11,241.02963640180965
2015-10-12,244.02099897339784
2015-10-13,273.593881313176
2015-10-15,238.2555567832568
2015-10-16,251.38624540684833
2015-10-17,233.89542669116744
2015-10-18,242.48374595778836
2015-10-19,244.8034580225733
2015-10-20,273.7071073101125
2015-10-22,237.1161082833096
2015-10-23,249.70043954021997
2015-10-24,231.73841401471145
2015-10-25,239.94389890241783
2015-10-26,241.97917897082854
2015-10-28,247.62774669908163
2015-10-29,234.07313742118254
2015-10-30,246.79063913118407
2015-10-31,229.0519213253727
2015-11-01,237.55739798627073
2015-11-02,239.95261888580288
2015-11-03,269.07707097817126
2015-11-05,233.2819721512481
2015-11-06,246.38792879731088
2015-11-07,228.9876927112863
2015-11-08,237.76010314027985
2015-11-09,240.33128678834896
2015-11-10,269.5242664260255
2015-11-11,246.81653373867144
2015-11-12,233.49714633730548
2015-11-13,246.2904456807773
2015-11-14,228.44672823178738
2015-11-15,236.65163538962648
2015-11-16,238.5433947112143
2015-11-17,266.9622356667002
2015-11-19,229.19457581193396
2015-11-20,241.0771076088525
2015-11-21,222.33758767136518
2015-11-22,229.69536536734972
2015-11-23,230.82288748997107
2015-11-24,258.59397481686034
2015-11-25,234.53984769647306
2015-11-26,220.00451638647925
2015-11-27,231.76667807854733
2015-11-28,213.1285102605582
2015-11-29,220.82318568083446
2015-11-30,222.53030287327317
2015-12-01,251.12361674222313
2015-12-03,214.86835826946194
2015-12-04,228.10438415175716
2015-12-05,211.1069904391013
2015-12-06,220.57279800511063
2015-12-07,224.1391749591998
2015-12-08,254.63287610713022
2015-12-09,233.52709834631662
2015-12-10,222.0980979541284
2015-12-11,237.04871366153935
2015-12-12,221.59910180707234
2015-12-13,232.39646017661136
2015-12-14,237.0328761122899
2015-12-15,268.29561682101337
2015-12-16,247.62544674791053
2015-12-17,236.27452821823297
2015-12-18,250.93097902749554
2015-12-19,234.81040146371666
2015-12-20,244.56612801423552
2015-12-21,247.80729513763063
2015-12-22,277.3490468629735
2015-12-23,254.67044564098484
2015-12-24,241.0716483631599
2015-12-25,253.29743229284418
2015-12-26,234.62740569574288
2015-12-27,241.78467763094187
2015-12-28,242.45213574958842
2015-12-29,269.52067871858765
2015-12-30,244.54503182128792
2015-12-31,228.89875973419387
2016-01-02,219.3776587743691
2016-01-03,225.6218686655742
2016-01-04,225.8546444023896
2016-01-05,252.99841257716264
2016-01-07,214.11531654382497
2016-01-08,226.26876764067265
2016-01-09,208.40243183118852
2016-01-10,217.2522454599496
2016-01-11,220.48917681244313
2016-01-14,219.4077363599665
2016-01-15,235.3612753394655
2016-01-16,221.24936009200923
2016-01-17,233.7000991621915
2016-01-21,246.6163587536445
2016-01-22,263.8743300741018
2016-01-23,250.35857469597988
2016-01-24,262.6450786916509
2016-01-25,268.2619649279781
2016-01-28,266.89544977172386
2016-01-30,261.77162010471864
2016-01-31,268.7000199783166
2016-02-01,268.4711457847831
2016-02-02,293.9337570970825
2016-02-03,266.61347149091876
2016-02-04,247.8691070405641
2016-02-05,254.51510700716045
2016-02-06,229.91041011095598
2016-02-07,230.86557514074002
2016-02-08,225.15734775696393
2016-02-09,245.77505873189594
2016-02-11,192.43112934580716
2016-02-12,196.85922241641947
2016-02-13,171.09836605150127
2016-02-14,172.0182183419476
2016-02-15,167.43135473662684
2016-02-16,190.33844701871413
2016-02-19,155.0352823008615
2016-02-20,135.8489052820191
2016-02-21,144.1982266926668
2016-02-22,147.7668953903805
2016-02-23,179.40960798648882
2016-02-25,152.6292797913469
2016-02-27,162.32888711442843
2016-02-28,179.76069005069502
2016-02-29,191.95001046350802
2016-03-01,231.5857467921587
2016-03-03,218.31028733545918
2016-03-04,243.08123433615896
2016-03-05,237.38320681060026
2016-03-06,257.72240119507893
2016-03-07,271.55777503901413
2016-03-08,311.55364079678526
2016-03-09,299.0399508612033
2016-03-10,295.1717927586707
2016-03-11,316.55514241795123
2016-03-12,306.3391762035634
2016-03-13,321.1268852858942
2016-03-14,328.49311389257275
2016-03-15,361.23434464476577
2016-03-17,328.57773994284076
2016-03-18,341.2572453714163
2016-03-19,322.1772830441809
2016-03-20,328.10347882564304
2016-03-21,326.7686529606364
2016-03-22,351.1192439655173
2016-03-24,303.1540539874894
2016-03-25,309.1492388933988
2016-03-26,284.15831442877027
2016-03-27,285.0177459463697
2016-03-28,279.5106097197577
2016-03-29,300.61259849415717
2016-03-30,269.94616355407715
2016-03-31,248.93444865581353
2016-04-01,254.42218344204278
2016-04-02,229.76393722120176
2016-04-03,231.7315550951489
2016-04-04,228.02995297046832
2016-04-05,251.54562518771974
2016-04-06,223.80347968122334
2016-04-07,206.12358067722866
2016-04-08,215.24488980990265
2016-04-09,194.40805467905648
2016-04-10,200.2903726122796
2016-04-12,227.83141237890618
2016-04-13,203.7314304902736
2016-04-14,189.45040064027395
2016-04-15,201.67080842559093
2016-04-16,183.5984937408289
2016-04-17,191.87324849535662
2016-04-18,194.08718415627078
2016-04-19,223.03517193979772
2016-04-21,186.77438479919107
2016-04-22,199.5552247421243
2016-04-23,181.76329542620493
2016-04-24,190.0873290745801
2016-04-25,192.17335456136263
2016-04-26,220.8730928132196
2016-04-28,183.98452872255658
2016-04-30,178.5307751646381
2016-05-01,186.82012724677483
2016-05-02,189.04473434103576
2016-05-03,218.0823609916326
2016-05-05,182.52440060929683
2016-05-06,196.03250181057524
2016-05-07,179.27147349713402
2016-05-08,188.9508877728008
2016-05-09,192.72178714539618
2016-05-10,223.42515514243604
2016-05-11,202.54854335939993
2016-05-12,191.38245418581948
2016-05-14,191.56532954576954
2016-05-15,202.8071674285398
2016-05-16,207.9723116307592
2016-05-17,239.85769309572746
2016-05-18,219.91200907268134
2016-05-19,209.3933451719038
2016-05-20,224.9934545441367
2016-05-21,209.92901348102427
2016-05-22,220.85160535928034
2016-05-23,225.36555269408728
2016-05-24,256.27790894773887
2016-05-25,235.05619857027878
2016-05-26,222.98547500445463
2016-05-27,236.7917934887473
2016-05-28,219.73244528284758
2016-05-29,228.5047387712571
2016-05-30,230.76248587034814
2016-05-31,259.35732439330394
2016-06-02,221.4773819040383
2016-06-03,233.11540986241297
2016-06-04,214.03421359321325
2016-06-05,220.97248714407598
2016-06-06,221.61949453866143
2016-06-07,248.8626992247799
2016-06-09,209.1113380484775
2016-06-10,220.24743976600675
2016-06-11,200.95173927738028
2016-06-12,207.95165421893873
2016-06-13,208.91778837098815
2016-06-14,236.7122987257004
2016-06-15,212.84536540506963
2016-06-16,198.63136844443366
2016-06-17,210.8118902299452
2016-06-18,192.64589930813736
2016-06-19,200.81889710722555
2016-06-20,202.96016932097473
2016-06-21,231.89246736308442
2016-06-23,195.8342964946071
2016-06-24,208.84104122957365
2016-06-25,191.34818171718427
2016-06-26,200.02709336032123
2016-06-27,202.49991106657143
2016-06-28,231.58934831276906
2016-06-29,208.7763082632263
2016-06-30,195.3568577871525
2016-07-01,208.06566090016835
2016-07-02,190.1662165943526
2016-07-03,198.35968360356185
2016-07-04,200.30144652260967
2016-07-07,191.65117597536997
2016-07-08,204.00635708982304
2016-07-09,185.88349538437708
2016-07-10,194.01219249947678
2016-07-12,224.93738044953895
2016-07-14,189.01352131157375
2016-07-15,202.3278479842141
2016-07-16,185.36799520623504
2016-07-17,194.84671022494652
2016-07-18,198.41945772178622
2016-07-19,228.93280294438784
2016-07-20,207.8808869785372
2016-07-21,196.56159198630417
2016-07-22,211.69952461800656
2016-07-23,196.53617727221257
2016-07-24,207.73905401022165
2016-07-25,212.91890825256854
2016-07-28,214.76775244115913
2016-07-29,230.65222030915956
2016-07-30,215.94575276151784
2016-07-31,227.2987041812433
2016-08-01,232.3121377004882
2016-08-02,263.78782897032033
2016-08-03,243.1860915143366
2016-08-04,231.78299186545271
2016-08-05,246.29404723573992
2016-08-06,229.96474586120866
2016-08-07,239.47966682026265
2016-08-08,242.47934720853723
2016-08-09,271.8092387942935
2016-08-11,235.305347026778
2016-08-12,247.56072764950503
2016-08-13,229.03630333130712
2016-08-14,236.46294461042476
2016-08-15,237.52428833113444
2016-08-16,265.10461036319157
2016-08-17,240.74453871290518
2016-08-18,225.79623499273674
2016-08-19,237.04519396849435
2016-08-20,217.79905381435785
2016-08-21,224.79524037817671
2016-08-22,225.71663252684343
2016-08-23,253.43962146903158
2016-08-26,227.3274440989501
2016-08-27,209.15010667393642
2016-08-28,217.37067499845358
2016-08-29,219.63498837128344
2016-08-30,248.78093624577667
2016-08-31,226.29566901247875
2016-09-01,213.47243919017075
2016-09-02,227.03417118945396
2016-09-03,210.22409721796907
2016-09-04,219.71523301052454
2016-09-05,223.12781607406234
2016-09-06,253.27903831088713
2016-09-08,219.4960940724346
2016-09-09,233.56400755374037
2016-09-10,217.08886148676078
2016-09-11,226.75008537059503
2016-09-12,230.17908031669788
2016-09-13,260.2083738491987
2016-09-14,238.3285446701834
2016-09-15,225.84451404069395
2016-09-16,239.49832606367133
2016-09-17,222.55878669830298
2016-09-18,231.72976720522013
2016-09-19,234.6663471023643
2016-09-20,264.22316337703705
2016-09-22,229.05049016004503
2016-09-23,242.39831312101248
2016-09-24,225.23253588651673
2016-09-25,234.26264982504608
2016-09-26,237.1452418122528
2016-09-27,266.73241354361795
2016-09-28,244.5281932436674
2016-09-29,231.84454924977604
2016-09-30,245.42411367052438
2016-10-01,228.53007646942828
2016-10-02,237.8548562419768
2016-10-03,241.03689177009122
2016-10-04,270.90980132164634
2016-10-06,236.48112709511454
2016-10-07,250.20207738749824
2016-10-08,233.37282444686835
2016-10-09,242.6759633132418
2016-10-10,245.7434180569251
2016-10-11,275.40587203806354
2016-10-13,240.27549750716832
2016-10-14,253.51775640674592
2016-10-15,236.1386214693452
2016-10-16,244.8349231251669
2016-10-17,247.25519123010895
2016-10-18,276.2484773546935
2016-10-20,239.79198425313476
2016-10-21,252.4165148977765
2016-10-22,234.4746244490648
2016-10-23,242.6795786226187
2016-10-24,244.6938459066085
2016-10-25,273.3773511787322
2016-10-27,236.6154615979962
2016-10-28,249.24724921631523
2016-10-29,231.4143199312743
2016-10-30,239.82117014036464
2016-10-31,242.1177074466052
2016-11-01,271.14789489180305
2016-11-03,235.1950217100579
2016-11-04,248.24551114814707
2016-11-05,230.80998862814545
2016-11-06,239.56990183522853
2016-11-07,242.15317927271437
2016-11-08,271.3837436387561
2016-11-09,248.73901108952577
2016-11-10,235.5069510736205
2016-11-11,248.40980460962137
2016-11-12,230.69477237671293
2016-11-13,239.04348471967373
2016-11-14,241.08933839964774
2016-11-15,269.66704430544246
2016-11-16,246.26997679772228
2016-11-17,232.2068987662593
2016-11-18,244.22516113867613
2016-11-19,225.60072307201514
2016-11-20,233.04677583162947
2016-11-21,234.23012458024098
2016-11-22,262.01967668222903
2016-11-23,237.94266353907022
2016-11-24,223.3402048355129
2016-11-25,234.98935080517745
2016-11-26,216.19198656229406
2016-11-27,223.68241908597076
2016-11-28,225.14283722383104
2016-11-29,253.45102685642541
2016-11-30,230.1359980304429
2016-12-01,216.5331579680825
2016-12-02,229.4061849068992
2016-12-03,212.03599973939635
2016-12-04,221.12866195929055
2016-12-05,224.33137884574938
2016-12-06,254.4629892677971
2016-12-08,221.30201797475917
2016-12-09,236.0067681292728
2016-12-10,220.36675436221097
2016-12-11,231.035605598713
2016-12-12,235.61030460098115
2016-12-13,266.88127448863247
2016-12-14,246.29053668484235
2016-12-15,235.08950264387022
2016-12-16,249.96347787734658
2016-12-17,234.1231960967188
2016-12-18,244.21513043300064
2016-12-19,247.83969309474855
2016-12-20,277.80162344476105
2016-12-22,242.4263976853432
2016-12-23,255.10736230331716
2016-12-24,236.87637201787365
2016-12-25,244.4422075721386
2016-12-26,245.4737755877419
2016-12-27,272.84875174878084
2016-12-29,232.61996476544869
2016-12-30,243.1843851308777
2016-12-31,223.13868960686378
2017-01-01,229.2559242967813
2017-01-02,229.26119847061207
2017-01-03,256.07844884752257
2017-01-06,227.8328433768935
2017-01-07,209.31530967931303
2017-01-08,217.46368328476007
2017-01-09,219.9657158176771
2017-01-12,216.66798997581458
2017-01-13,231.9313005311438
2017-01-14,217.19423512785195
2017-01-15,229.10398766414252
2017-01-16,235.24100212253754
2017-01-19,241.01836794305225
2017-01-20,258.3746285891672
2017-01-21,245.1090483522703
2017-01-22,257.79755820680185
2017-01-23,263.9643989897377
2017-01-24,296.3340540171283
